Cluster,fake_identificacion,Periodo,Region,Zona,Centro,Periodo Admision,Ciclo Academico,Tipo de Programa,Estatus del Curso,Porcentaje de beca,Porcentaje desencuento matricula,Monto descuento automatico,Edad,Sexo,Discapacidad,Porcentaje de discapacidades,Número discapacidades,Metodología de la invest y tec(Bim1),Computación y sociedad(Bim1),Fundamentos de tecnologias(Bim1),Algoritmos y resolución de pro(Bim1),Humanismo universidad y cultu(Bim1),Fundamentos matematicos(Bim1),Metodología de la invest y tec(Bim2),Computación y sociedad(Bim2),Fundamentos de tecnologias(Bim2),Algoritmos y resolución de pro(Bim2),Humanismo universidad y cultu(Bim2),Fundamentos matematicos(Bim2),Metodología de la invest y tec(aaBim1),Computación y sociedad(aaBim1),Fundamentos de tecnologias(aaBim1),Algoritmos y resolución de pro(aaBim1),Humanismo universidad y cultu(aaBim1),Fundamentos matematicos(aaBim1),Metodología de la invest y tec(aaBim2),Computación y sociedad(aaBim2),Fundamentos de tecnologias(aaBim2),Algoritmos y resolución de pro(aaBim2),Humanismo universidad y cultu(aaBim2),Fundamentos matematicos(aaBim2),Metodología de la invest y tec(acdBim1),Computación y sociedad(acdBim1),Fundamentos de tecnologias(acdBim1),Algoritmos y resolucion de pro(acdBim1),Humanismo universidad y cultu(acdBim1),Fundamentos matematicos(acdBim1),Computación y sociedad(acdBim2),Fundamentos de tecnologias(acdBim2),Algoritmos y resolucion de pro(acdBim2),Humanismo universidad y cultu(acdBim2),Fundamentos matematicos(acdBim2),Metodología de la invest y tec(apeBim1),Computación y sociedad(apeBim1),Fundamentos de tecnologias(apeBim2),Algoritmos y resolucion de pro(acdBim2),Humanismo universidad y cultu(apeBim1),Fundamentos matematicos(apeBim1),Computación y sociedad(apeBim2),Algoritmos y resolución de pro(apeBim2),Componente_1,Componente_2,porcentaje_de_beca
Bueno,EKVH41483971028729,202264,SANTO DOMINGO,COSTA-NOR,QUININDE,202162,3,CONTINUO,CURSOS INSCRITOS,0,20,147.41,39,HOMBRE,NO,0,0,8.94,6.58,9.75,9.51,8.45,9.75,7.53,9.47,9.55,7.37,9.81,9.71,2.64,3.11,3.25,3.01,2.35,3.25,2.68,3.44,3.35,3.17,3.31,3.21,3.3,2,3.5,3.5,3.3,3.5,3.1,3.2,3.5,3.5,3.5,3,1.47,3,3,2.8,3,2.93,0.7,-2.048645139,0.23228026814530758,202162
Critico,SFAD35427633889698,202264,GUAYAQUIL,GRAN-GYE,GUAYAQUIL - CENTENARIO,202162,1,NUEVO,CURSOS INSCRITOS,0,20,0,39,HOMBRE,NO,0,0,2.68,3.86,3.48,0.63,4.4,1.6,0.4,0,0.23,0,0,0.87,0.65,0.8,0.73,0.63,0.4,0.64,0.4,-1,0.23,-1,-1,0.11,1.2,0.9,1.4,0,2,0,0,0,0,0,0.76,0.83,2.16,1.35,-1,2,0.96,-1,0,1.9833051312647543,-0.659252485,202162
Bueno,NQOO43365408361721,202262,GUAYAQUIL,GRAN-GYE,GUAYAQUIL,202162,2,CONTINUO,CURSOS INSCRITOS,50,20,0,39,HOMBRE,NO,0,0,8.51,8.4,8.74,9.47,8.96,8.9,8.86,8.54,8.57,9.75,9.56,9.13,2.01,2.94,2.39,2.97,2.56,2.4,2.36,2.59,2.64,3.25,3.06,2.8,3.5,2.9,3.5,3.5,3.5,3.5,3.5,3.3,3.5,3.5,3.33,3,2.56,2.85,3,2.9,3,2.45,3,-2.09766912,0.039017525,202162
Bueno,UCHB13690267129146,202264,LOJA,SUR,LOJA,202162,3,CONTINUO,CURSOS INSCRITOS,10,20,195.96,39,HOMBRE,NO,0,0,7.19,8.75,8.14,8.51,9.14,-1,7.09,9.09,8.45,5.73,8.5,-1,1.93,3.14,2.39,2.01,2.64,-1,2.04,2.81,2.1,2.08,2.5,-1,2.6,2.9,2.9,3.5,3.5,-1,3.35,3.5,2.25,3.2,-1,2.66,2.71,2.85,3,3,-1,2.93,1.4,-0.807891916,0.1947071082463572,202162
Bueno,EZQP10762733317696,202264,LOJA,SUR,LOJA,202162,3,CONTINUO,CURSOS INSCRITOS,40,20,0,39,HOMBRE,NO,0,0,7.87,9.25,8.7,9,9.44,8.36,8.12,8.99,8.38,8.95,9.25,8.22,1.86,3.25,2.35,2.5,2.94,1.86,2.16,2.89,2.83,2.75,2.75,1.84,3.5,3.5,3.5,3.5,3.5,3.5,3.5,2.85,3.4,3.5,3.38,2.51,2.5,2.85,3,3,3,2.6,2.8,-2.001848854,0.029447765,202162
Bueno,UTJA61481229135130,202264,LOJA,SUR,LOJA,202162,3,CONTINUO,CURSOS INSCRITOS,18,20,151.62,39,HOMBRE,NO,0,0,8.65,9.2,8.92,8.92,9.38,8.86,8.38,9.36,9.35,9.42,9.55,9.67,2.15,3.19,2.92,2.93,3.08,2.36,2.03,3.25,3.22,2.92,3.25,3.17,3.5,3.5,3,3.19,3.3,3.5,3.5,3.5,3.5,3.3,3.5,3,2.51,3,2.8,3,3,2.61,3,-2.207210193,0.16668726745938964,202162
Bueno,LDBQ38684750181794,202162,LOJA,SUR,LOJA,202162,3,CONTINUO,CURSOS INSCRITOS,30,20,0,39,HOMBRE,NO,0,0,8.74,8.75,8.42,9.5,9.54,8.51,7.66,9.88,9.16,8.54,9.94,10,2.54,2.94,2.67,3,3.44,2.1,1.98,3.38,3.08,2.76,3.44,3.5,3.5,3.08,2.9,3.5,3.1,3.41,3.5,3.3,3.5,3.5,3.5,2.7,2.73,2.85,3,3,3,3,2.28,-2.166472651,0.2220297920363064,202162
Regular,FEYJ92479501598624,202162,LOJA,SUR,LOJA,202162,1,NUEVO,CURSOS INSCRITOS,0,20,183.21,39,HOMBRE,NO,0,0,5.64,8.73,7.76,3.24,8.38,8.04,2.13,4.89,3.66,3.48,6.2,8.21,1.93,2.55,2.08,2.64,2.38,2.31,1.73,2.38,2.31,1.68,2.25,2.92,2.25,3.5,2.9,0,3.1,3.06,1.43,0,0.8,2.95,2.4,1.46,2.68,2.78,0.6,2.9,2.67,1.08,1,-0.373959214,-0.030685823,202162
Regular,NYHK50941930858214,202162,LOJA,SUR,LOJA,202162,1,NUEVO,CURSOS INSCRITOS,10,20,164.89,39,HOMBRE,NO,0,0,3.85,8.48,4.9,8.55,6.58,3.77,2.91,5.34,2.4,1.3,2.89,4.22,1.9,2.75,2.15,2.25,1.78,1.11,1.31,3.04,2.4,1.3,1.89,1.5,1.35,2.9,1.4,3.5,2.6,1.66,1.13,0,0,0,1.58,0.6,2.83,1.35,2.8,2.2,1,1.17,0,0.29483185079879454,-0.141404952,202162
Bueno,OSNB89435004887588,202264,LOJA,SUR,LOJA,202162,3,CONTINUO,CURSOS CADUCADOS,10,20,123.67,39,HOMBRE,NO,0,0,7.84,8.49,7.79,9.47,8.01,8.52,6.35,8.47,8.75,8.72,9.44,9.23,2.26,3.08,2.54,3.08,2.81,2.35,2.44,3,2.75,2.42,2.94,3.08,2.8,2.9,2.85,3.39,3.1,3.41,3.35,3.15,3.5,3.5,3.15,2.78,2.51,2.4,3,2.1,2.76,2.12,2.8,-1.870443336,0.096889805,202162
Bueno,XONR15704082005475,202164,LOJA,SUR,LOJA,202162,1,CONTINUO,CURSOS INSCRITOS,10,20,103.06,39,HOMBRE,NO,0,0,5.35,7.5,5.12,6.9,8.26,7.25,4.99,7.29,6.35,5.52,9.31,6.97,2.39,2.84,2.17,2.3,2.46,2.01,1.64,2.65,2.75,1.92,2.81,1.29,1.46,2,2.2,3.5,3.3,2.65,3.03,0.6,2.5,3.5,2.83,1.5,2.66,0.75,1.1,2.5,2.59,1.61,1.1,-0.927462618,0.034872621208160495,202162
Incierto,MLQH61315603272242,202162,GUAYAQUIL,COSTA-CEN,MANTA,202162,4,CONTINUO,CURSOS INSCRITOS,10,20,44.23,39,HOMBRE,NO,0,0,8.49,8.03,-1,-1,9.28,-1,7.83,7.86,-1,-1,9.39,-1,1.99,3.06,-1,-1,2.78,-1,1.93,2.75,-1,-1,2.89,-1,3.5,3.5,-1,-1,3.5,-1,3.5,-1,-1,3.5,-1,3,1.47,-1,-1,3,-1,1.61,-1,1.0038514804969145,0.5675063439590415,202162
Bueno,DVTY54838007586626,202262,LOJA,SUR,SARAGURO,202162,2,CONTINUO,CURSOS INSCRITOS,50,20,183.21,39,HOMBRE,NO,0,0,9.16,8.92,8.63,9.28,9.51,9.6,8.6,8.69,7.68,9.15,9.55,9.27,2.66,3.23,2.68,2.98,3.21,3.1,2.2,3.19,3.08,2.65,3.25,2.77,3.5,2.9,3.1,3.5,3.3,3.5,3.5,1.9,3.5,3.3,3.5,3,2.79,2.85,2.8,3,3,2,3,-2.074270908,0.2480561055371603,202162
Regular,REGI79759236989511,202264,QUITO,METROPOLIT,QUITO,202162,1,NUEVO,CURSOS INSCRITOS,10,20,164.89,39,HOMBRE,NO,0,0,3.99,5.63,3.15,2.07,7.11,4.52,2.06,3.29,3.27,2.15,2.46,2.66,1.44,2.21,1.75,1.67,1.51,1.92,1.66,2.13,1.92,1.85,1.96,1.6,1.5,2.9,1.4,0,3.5,0,0,0,0,0,0,1.05,0.52,-1,0.4,2.1,2.6,1.16,0.3,0.8787270910176894,-0.126752611,202162
Bueno,YDEB74858711961343,202264,QUITO,METROPOLIT,QUITO,202162,1,NUEVO,CURSOS INSCRITOS,60,20,0,39,HOMBRE,NO,0,0,5.01,6.53,4.88,5.31,6.88,4.43,6.3,9.46,7.17,8.05,7.83,8.81,2.21,3,1.98,2.3,2.18,1.51,2.51,3.06,2.72,2.51,3.13,2.46,1.86,2.1,1.4,0.31,1.8,0,3.4,1.9,3.5,1.7,3.35,0.94,1.43,1.5,2.7,2.9,2.92,3,2.04,-0.828811476,-0.015646717,202162
Bueno,ZPPY86277787880240,202162,QUITO,METROPOLIT,QUITO-CARCELEN,202162,2,CONTINUO,CURSOS INSCRITOS,10,20,82.45,39,HOMBRE,NO,0,0,8.91,9.52,9.26,8.98,9.2,8.59,6.98,9.4,9.05,7,9.31,8.6,2.41,3.39,2.76,2.73,2.7,2.33,2.13,3,3,2.6,2.81,2.22,3.5,3.2,3.5,3.35,3.5,3.5,3.4,3.2,3.4,3.5,3.38,3,2.93,3,2.9,3,2.76,3,1,-1.990530439,0.15708796715485193,202162
Bueno,JFPM56463355517722,202162,QUITO,METROPOLIT,QUITO-SAN RAFAEL,202162,2,CONTINUO,CURSOS INSCRITOS,0,20,137.41,39,HOMBRE,NO,0,0,8.04,8.66,7.75,9,8.68,8.27,7.19,8.68,9.22,5.62,8.74,8.83,1.95,2.85,2,2.5,2.38,2.33,1.76,2.88,2.97,2.68,2.44,2.81,3.2,2.9,2.9,3.5,3.3,2.94,3.1,3.4,1.94,3.3,3.27,2.89,2.91,2.85,3,3,3,2.7,1,-1.687920291,0.1581677234571987,202162
Bueno,KXHY24105384644256,202264,QUITO,SIERRA-NOR,OTAVALO,202162,3,CONTINUO,CURSOS INSCRITOS,40,20,183.21,39,HOMBRE,NO,0,0,8.5,9.53,8.02,9.11,9.48,8.41,9.1,9.81,9,8.06,9.8,9.44,2.3,3.06,2.67,2.92,3.38,2,2.6,3.38,3.17,2.08,3.5,3.29,3.2,3.5,3.1,3.19,3.1,3.41,3.5,3.2,3.5,3.3,3.15,3,2.97,2.25,3,3,3,2.93,2.48,-2.134106694,0.26109605477948755,202162
Regular,YPPJ11899754168553,202164,QUITO,METROPOLIT,QUITO-CARCELEN,202162,1,NUEVO,CURSOS INSCRITOS,0,20,183.21,39,HOMBRE,NO,0,0,4.13,6.77,5.8,1.97,8.6,6.29,2.25,1.43,2.07,0.07,2.85,0.13,1.81,2.88,2.35,1.37,3,2.57,0.15,-1,0.47,0.07,0.75,0.13,0.86,1.35,1.2,0,3.3,0.88,1.43,1.6,0,1.6,0,1.46,2.54,2.25,0.6,2.3,2.84,-1,0,1.0392221520627176,-0.032705793,202162
Bueno,RJZI68866370805443,202162,QUITO,METROPOLIT,QUITO-VILLAFLORA,202162,3,CONTINUO,CURSOS INSCRITOS,0,20,85.68,39,HOMBRE,NO,0,0,8.68,8.91,7.11,5.46,9.69,8.96,8.21,7.46,9.01,8.59,9.75,8.61,2.33,2.93,2.26,2.58,3.39,2.46,2.38,2.94,2.93,3.01,3.25,3.08,3.5,3.3,2.45,2.88,3.5,3.5,3.4,3.3,3.5,3.5,2.68,2.85,2.68,2.4,-1,2.8,3,1.12,2.08,-1.775624829,0.10691099751104836,202162
Regular,VXDS04841471752265,202264,QUITO,METROPOLIT,QUITO-TUMBACO,202162,1,NUEVO,CURSOS INSCRITOS,10,20,164.89,39,HOMBRE,NO,0,0,4.73,3.46,6.62,2.33,5.3,7.32,0.84,2.8,2.43,0.67,4,5.73,1.73,0.95,0.87,1.63,0.9,1.35,0.2,0.3,0.63,0.67,1,0.53,2.1,0,2.9,0,1.5,3.41,1.43,1.8,0,2,2.95,0.9,2.51,2.85,0.7,2.9,2.56,1.07,0,0.6534543019386532,-0.479802676,202162
Bueno,VHKV04481483210188,202164,QUITO,METROPOLIT,QUITO-VILLAFLORA,202162,1,CONTINUO,CURSOS CADUCADOS,100,20,0,39,HOMBRE,NO,0,0,5.49,7.95,5.37,6.67,8.14,7.79,3.71,4.9,7.89,5.12,7.65,7.49,1.26,2.38,1.67,2.17,1.84,1.99,1.71,2.25,2.39,1.83,1.95,1.59,2.95,2.9,2.8,3.5,3.3,2.8,0.4,3.1,1.53,3.1,3.01,1.28,2.67,0.9,1,3,3,2.25,1.76,-0.919768402,-0.202286908,202162
Critico,CLIW85927505738630,202164,QUITO,METROPOLIT,QUITO-TURUBAMBA,202162,1,NUEVO,CURSOS INSCRITOS,10,20,164.89,39,HOMBRE,NO,0,0,3.45,2.7,2,2.99,2.15,1.61,-1,0,0,0,0,0,0.35,0.45,0.6,0.8,0.35,0.65,-1,-1,-1,-1,-1,-1,2.5,0.9,1.4,2.19,1.8,0,0,0,0,0,0,0.6,1.35,-1,-1,-1,0.96,-1,0,2.1859780593885807,-1.192923927,202162
Bueno,VBHO49629244534438,202162,QUITO,SIERRA-CEN,AMBATO,202162,3,CONTINUO,CURSOS INSCRITOS,30,20,0,39,HOMBRE,NO,0,0,8.4,8.65,8.72,9.87,9.31,9.43,7.63,9.03,8.74,8.48,9.83,9.49,2.05,3.19,2.25,3.47,2.81,2.93,1.73,3,2.89,2.18,3.38,3.34,3.35,2.9,3.5,3.5,3.5,3.5,3.1,3,3.5,3.45,3.15,3,2.56,2.97,2.9,3,3,2.93,2.8,-2.104376836,0.1429509376611153,202162
Regular,FJXP74519774855909,202162,GUAYAQUIL,GRAN-GYE,GUAYAQUIL,202162,1,NUEVO,CURSOS INSCRITOS,10,20,0,39,HOMBRE,NO,0,0,7.74,7.29,8.1,-1,-1,6.99,2.56,8.74,5.82,-1,-1,6.46,1.39,2.61,1.95,-1,-1,2.68,1.96,2.79,2.55,-1,-1,1.71,3.5,1.8,3.3,-1,-1,1.31,3.28,1.32,-1,-1,1.75,2.85,2.88,2.85,-1,-1,3,2.67,-1,0.753625343,-0.444775439,202162
Bueno,YEEZ87497409980089,202262,LOJA,SUR,ZAMORA,202162,3,CONTINUO,CURSOS INSCRITOS,0,20,139.62,39,HOMBRE,NO,0,0,8.59,8.75,8.33,9.25,9.3,9.46,8.65,8.68,8.72,9,9.13,9.75,2.09,2.31,2.43,2.75,3,2.96,2.15,2.5,2.67,2.5,2.63,3.42,3.5,3.5,2.9,3.5,3.3,3.5,3.43,3.2,3.5,3.5,3.33,3,2.94,3,3,3,3,2.75,3,-2.10194066,0.091103265,202162
Bueno,MYLM27001225214043,202264,GUAYAQUIL,COSTA-INS,SANTA CRUZ,202162,3,CONTINUO,CURSOS INSCRITOS,30,20,0,39,HOMBRE,NO,0,0,8.18,8.09,7.77,9.08,8.43,9.49,7.47,8.91,8.53,8.69,9.88,9.91,2.13,2.94,2.17,2.58,2.88,3.21,2.24,2.88,2.58,2.5,3.38,3.41,3.05,3.05,2.75,3.5,2.55,3.33,3.1,3.1,3.19,3.5,3.5,3,2.1,2.85,3,3,2.95,2.93,3,-1.985438167,0.16461456411684994,202162
Bueno,ADTC25709416879649,202264,QUITO,SIERRA-NOR,JOYA DE LOS SACHAS,202162,3,CONTINUO,CURSOS INSCRITOS,18,20,80.87,39,HOMBRE,NO,0,0,7.76,8.73,8.55,8.89,9.81,9.31,8.49,9.73,9.3,9.37,9.88,9.14,2.51,3.2,2.72,2.9,3.31,2.95,2.44,3.34,3.1,2.87,3.38,2.87,2.4,3,2.9,3.19,3.5,3.41,3.5,3.5,3.5,3.5,3.27,2.85,2.53,2.93,2.8,3,2.95,2.89,3,-2.163324746,0.245676301,202162
Bueno,CMXW78927564099305,202164,SANTO DOMINGO,COSTA-NOR,LA CONCORDIA,202162,2,CONTINUO,CURSOS INSCRITOS,50,20,0,39,HOMBRE,NO,0,0,8.85,8.5,9.07,9.48,9.18,9.64,8,9.28,9.25,8.72,8.76,8.29,2.35,3.06,2.72,3.08,2.78,3.14,2.1,3.25,2.75,2.42,3.26,2.84,3.5,2.7,3.5,3.5,3.5,3.5,3.1,3.5,3.5,3.1,2.45,3,2.74,2.85,2.9,2.9,3,2.93,2.8,-2.07084431,0.14725820548998383,202162
Bueno,TVPA94247588438641,202264,SANTO DOMINGO,COSTA-NOR,PEDERNALES,202162,3,CONTINUO,CURSOS INSCRITOS,18,20,192.06,39,HOMBRE,NO,0,0,9.35,9.1,9.3,9.65,9.7,9.18,8.88,9.78,9.75,9.63,9.81,9.48,2.85,3.31,2.83,3.25,3.2,2.68,2.53,3.5,3.25,3.33,3.31,2.98,3.5,2.9,3.5,3.5,3.5,3.5,3.35,3.5,3.5,3.5,3.5,3,2.89,2.97,2.9,3,3,2.93,2.8,-2.357884583,0.251120889,202162
Bueno,TMIG31979007026156,202262,GUAYAQUIL,COSTA-INS,SALINAS,202162,2,CONTINUO,CURSOS INSCRITOS,10,20,108.31,39,HOMBRE,NO,0,0,7.74,6.34,8.85,7.73,8.09,7.94,6.48,8.46,6.06,8.4,5.9,7.41,1.74,2.89,2.5,2.33,2.24,1.96,2.08,2.58,2.76,2.42,2.1,1.89,3,0.9,3.5,2.5,3.25,3.22,3.1,1.8,3.18,3.3,2.74,3,2.55,2.85,2.9,2.6,2.76,2.78,2.8,-1.413064124,0.079315074,202162
Critico,CVBD14065611739610,202164,SANTO DOMINGO,COSTA-NOR,QUININDE,202162,1,CONTINUO,CURSOS INSCRITOS,10,100,129.9,39,HOMBRE,NO,0,0,3.6,3.09,4.62,0.9,3.8,0.58,0,0,0,0,3.9,0.95,-1,-1,-1,0.9,-1,-1,0,-1,-1,0,0.9,0.28,3.25,0,1.6,0,2,0,0,0,0,2,0.67,0,-1,2.55,0,1.8,0.58,-1,0,1.852513524687017,-0.724876673,202162
Bueno,YKZV48702241280119,202264,GUAYAQUIL,COSTA-INS,MILAGRO,202162,3,CONTINUO,CURSOS INSCRITOS,10,20,123.76,39,HOMBRE,NO,0,0,7.24,8.66,7.97,8.71,7.78,8,7.15,7.87,8.5,7.92,7.36,7.84,2.24,2.88,2.07,2.51,2.28,1.79,1.9,2.73,2.3,2.62,2.56,2.32,3.35,2.9,3.5,3.5,3.5,3.5,3.3,3.2,2.5,2,2.8,1.65,2.88,2.4,2.7,2,2.71,1.84,2.8,-1.576421365,-0.116678571,202162
Bueno,QBBO84014992936783,202162,LOJA,SUR,LOJA,202162,2,CONTINUO,CURSOS INSCRITOS,0,20,0,39,HOMBRE,NO,0,0,6.86,8.38,5.88,7.5,7.69,8.19,7.23,8.16,6.95,8.12,8.15,8.44,1.76,3.19,2.3,2.5,2.44,2.12,1.63,2.96,2.85,1.92,2.5,2.21,3.15,2.9,2,2.5,3.05,3.15,3.1,2,3.4,3.05,3.38,1.95,2.29,1.58,2.5,2.2,2.92,2.1,2.8,-1.436036137,-0.013033077,202162
Regular,LYNS68630537857075,202162,SANTO DOMINGO,COSTA-NOR,QUINSALOMA,202162,1,NUEVO,CURSOS INSCRITOS,10,20,164.89,39,HOMBRE,NO,0,0,3.59,5,3.71,3.26,4.25,4.68,3.15,1.98,3.52,5.57,1.8,4.2,1.39,2.19,1.43,1.53,2.05,1.53,0.55,0.6,0.47,0.27,0.8,0.51,1.6,1.2,1.15,0.93,0,0.88,0.3,2.75,2.5,0,1.17,0.6,1.61,1.13,0.8,2.2,2.27,1.08,2.8,0.792902764,-0.526467627,202162
Bueno,XBOK02402156340097,202264,LOJA,SUR,LOJA,202162,2,CONTINUO,CURSOS INSCRITOS,10,20,123.67,39,HOMBRE,NO,0,0,8.89,9.35,9.11,9.73,9.31,9.3,8.39,9.44,9.33,8.85,9.88,9.19,2.54,3.25,2.83,3.33,2.81,2.8,2.19,2.94,2.83,2.75,3.38,3.21,3.35,3.28,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,2.98,3,2.82,2.78,2.9,3,3,3,2.6,-2.23110572,0.1557235947775482,202162
Critico,WBDO00590338834804,202264,CUENCA,SIERRA-SUR,CUENCA,202162,1,CONTINUO,CURSOS CADUCADOS,10,20,164.89,39,HOMBRE,NO,0,0,0,1.8,0,2.69,0,0,0,0,0,0.05,0,0,-1,0.45,-1,0.23,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2.44,0,0,0,0,0.03,0,0,0,1.35,-1,0.02,-1,-1,-1,0.02,2.628339115598153,-1.027421726,202162
Bueno,KHEM73299999132636,202162,CUENCA,SIERRA-SUR,CUENCA - MONAY,202162,2,CONTINUO,CURSOS INSCRITOS,10,20,123.67,39,HOMBRE,NO,0,0,8.38,9.03,8.15,7.8,8.73,8.06,7.56,8.75,7.23,8.27,8.75,7.63,1.88,2.53,1.87,2.25,2.33,1.66,1.51,2.54,2.48,2.17,2.25,1.6,3.5,3.5,3.5,2.85,3.5,3.4,3.5,2.2,3.3,3.5,3.03,3,3,2.78,2.7,2.9,3,2.71,2.8,-1.723032351,-0.045241538,202162
Bueno,GWIH54010778696373,202162,CUENCA,SIERRA-SUR,PAUTE,202162,2,CONTINUO,CURSOS INSCRITOS,18,20,113.78,39,HOMBRE,NO,0,0,8.99,9.85,9.57,9.73,9.29,9.6,8.51,9.07,9.58,9.13,9.15,9.46,2.49,3.38,3.17,3.33,3.19,3.1,2.46,3.19,3.08,2.83,3.25,2.96,3.5,3.5,3.5,3.5,3.1,3.5,3.1,3.5,3.5,3.1,3.5,3,2.97,2.9,2.9,3,3,2.78,2.8,-2.269449305,0.19540153549808656,202162
Bueno,LXVL08162798443697,202162,CUENCA,SIERRA-SUR,CUENCA,202162,2,CONTINUO,CURSOS INSCRITOS,0,20,137.41,39,HOMBRE,NO,0,0,7.84,8.54,8.8,9.4,7.8,7.51,5.28,8.75,8.55,6.59,8.58,7.02,1.99,3.04,2.45,2.95,2.75,1.82,1.78,3.13,2.55,2.27,2.88,1.69,3.15,2.9,3.5,3.45,2.85,3.02,3.43,3,3.5,3.1,2.69,2.7,2.6,2.85,3,2.2,2.67,2.19,0.82,-1.575141335,0.061379223,202162
Bueno,IDJN61927808112167,202164,CUENCA,SIERRA-SUR,AZOGUES,202162,2,CONTINUO,CURSOS INSCRITOS,10,20,123.67,39,HOMBRE,NO,0,0,8.25,8.27,7.5,8.83,9.11,8.08,8.29,8.61,7.23,8.47,7.26,8.8,2.1,2.56,2.6,2.43,2.81,1.99,2.54,2.75,2.25,2.17,2.56,2.68,3.15,3,2.5,3.5,3.3,3.09,3.23,2.2,3.5,2.9,3.27,3,2.71,2.4,2.9,3,3,2.63,2.8,-1.737236266,0.10596978674885096,202162
Bueno,LISG04862881764459,202264,CUENCA,SIERRA-SUR,CUENCA,202162,3,CONTINUO,CURSOS CADUCADOS,0,20,137.41,39,HOMBRE,NO,0,0,8.25,8.61,8.33,8.95,8.56,9.21,7.54,9.05,8.1,8.39,8.84,9.44,2.55,2.89,2.2,2.55,2.06,2.84,2.09,2.7,2.3,2.29,2.94,3.17,3.15,3.2,3.5,3.5,3.5,3.5,3.5,2.8,3.5,2.9,3.27,2.55,2.52,2.63,2.9,3,2.87,2.85,2.6,-1.940958007,0.034255871,202162
Critico,MMNH61206501519700,202264,QUITO,SIERRA-CEN,LATACUNGA,202162,1,NUEVO,CURSOS RETIRADOS,50,20,0,39,HOMBRE,NO,0,0,0,3.44,2.6,3.05,0.4,1.14,-1,-1,-1,-1,-1,-1,-1,0.4,0.6,1,0.4,0.33,-1,-1,-1,-1,-1,-1,0,1.6,1.4,1.03,0,0,-1,-1,-1,-1,-1,0,1.44,0.6,1.02,-1,0.81,-1,-1,2.7499734356302197,-0.909465626,202162
Regular,WFFK38674340204756,202164,QUITO,METROPOLIT,QUITO-VILLAFLORA,202162,1,CONTINUO,CURSOS INSCRITOS,50,20,71.27,39,HOMBRE,NO,0,0,2.05,8.43,1.7,5.35,8.63,9.17,0,5.88,0,0.56,6.91,6.99,0.85,2.94,1,1,2.38,3.08,-1,3.13,-1,0.33,2.81,1.5,1.2,2.6,0.7,3.25,3.25,3.37,0,0,0.13,3.1,3.24,0,2.89,-1,1.1,3,2.72,2.75,0.1,0.1295166706522879,-0.035973572,202162
Regular,UXNA13371942109031,202264,GUAYAQUIL,GRAN-GYE,GUAYAQUIL,202162,1,NUEVO,CURSOS INSCRITOS,40,20,0,39,HOMBRE,NO,0,0,4.85,8.26,7.55,6.92,6.65,5.35,0.5,2.62,0.6,2.72,0,0.24,0.75,2.96,1.95,0.97,2.25,0.89,-1,0.35,0.2,0.2,-1,0.24,2.75,2.6,3.5,3.25,1.8,1.75,1.35,0.4,2.5,0,0,1.35,2.7,2.1,2.7,2.6,2.71,0.92,0.02,0.6782542034207972,-0.573544324,202162
Bueno,YYKN19445306538682,202264,LOJA,SUR,PIÑAS,202162,3,CONTINUO,CURSOS INSCRITOS,0,20,146.5,39,HOMBRE,NO,0,0,8.66,9.1,8.61,9.22,8.68,8.81,8.46,9.69,9.4,8.85,8.19,8.49,2.16,3.26,2.33,2.92,2.58,2.66,2.26,3.19,2.9,2.75,2.69,2.47,3.5,2.9,3.5,3.5,3.1,3.15,3.5,3.5,3.5,3.3,3.15,3,2.94,2.78,2.8,3,3,3,2.6,-2.064503921,0.12234257099362719,202162
Bueno,ERMH83958401535455,202264,GUAYAQUIL,GRAN-GYE,SAMBORONDON,202162,1,NUEVO,CURSOS INSCRITOS,60,20,0,39,HOMBRE,NO,0,0,5.63,7.63,5.73,5.71,7.51,6.46,6.71,6.49,8.94,7.03,8.89,7.43,1.88,2.55,2.18,1.39,2.31,1.39,1.56,2.75,2.51,1.73,2.89,1.65,1.5,2.9,2.5,3.4,2.2,2.63,1.75,3.5,2.5,3,2.91,2.25,2.18,1.05,0.92,3,2.44,1.99,2.8,-1.0159362,-0.486821657,202162
Bueno,SPLT61256585643823,202162,CUENCA,SIERRA-SUR,PASAJE,202162,2,CONTINUO,CURSOS INSCRITOS,40,20,0,39,HOMBRE,NO,0,0,8.45,8.88,8.2,9.37,8.81,8.76,8.26,9.33,8.35,8.52,8.91,9.47,1.95,2.59,2,2.97,2.31,2.5,1.91,2.83,2.45,2.22,2.81,2.97,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.2,3.5,3.5,3.5,3,2.79,2.7,2.9,3,2.76,3,2.8,-2.049183073,-0.034240452,202162
Critico,GKXA92610869546517,202164,LOJA,SUR,ZARUMA,202162,1,NUEVO,CURSOS INSCRITOS,60,20,0,39,HOMBRE,NO,0,0,0,0,0,0.05,0,0,0,0,0,0.05,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0.03,0,0,0,0,0.03,0,0,0,-1,-1,0.02,-1,-1,-1,0.02,2.9543058108320737,-1.454683779,202162
