ciclo_academico,tipo_de_est_programa,estatus_cursos,porcentaje_de_beca,porcentaje_des_matricula,monto_descuento_automatico,edad,sexo,discapacidad,porcentaje_de_discapacidades,numero_discapacidades,bim1_nota_metodologia_de_la_invest_y_tec,bim1_nota_computacion_y_sociedad,bim1_nota_fundamentos_de_tecnologias,bim1_nota_algoritmos_y_resolucion_de_pro,"bim1_nota_humanismo,_universidad_y_cultu",bim1_nota_fundamentos_matematicos,bim2_nota_metodologia_de_la_invest_y_tec,bim2_nota_computacion_y_sociedad,bim2_nota_fundamentos_de_tecnologias,bim2_nota_algoritmos_y_resolucion_de_pro,"bim2_nota_humanismo,_universidad_y_cultu",bim2_nota_fundamentos_matematicos,aab1_nota_metodologia_de_la_invest_y_tec,aab1_nota_computacion_y_sociedad,aab1_nota_fundamentos_de_tecnologias,aab1_nota_algoritmos_y_resolucion_de_pro,"aab1_nota_humanismo,_universidad_y_cultu",aab1_nota_fundamentos_matematicos,aab2_nota_metodologia_de_la_invest_y_tec,aab2_nota_computacion_y_sociedad,aab2_nota_fundamentos_de_tecnologias,aab2_nota_algoritmos_y_resolucion_de_pro,"aab2_nota_humanismo,_universidad_y_cultu",aab2_nota_fundamentos_matematicos,acdb1_nota_metodologia_de_la_invest_y_tec,acdb1_nota_computacion_y_sociedad,acdb1_nota_fundamentos_de_tecnologias,acdb1_nota_algoritmos_y_resolucion_de_pro,"acdb1_nota_humanismo,_universidad_y_cultu",acdb1_nota_fundamentos_matematicos,acdb2_nota_computacion_y_sociedad,acdb2_nota_fundamentos_de_tecnologias,acdb2_nota_algoritmos_y_resolucion_de_pro,"acdb2_nota_humanismo,_universidad_y_cultu",acdb2_nota_fundamentos_matematicos,apeb1_nota_metodologia_de_la_invest_y_tec,apeb1_nota_computacion_y_sociedad,apeb1_nota_fundamentos_de_tecnologias,apeb1_nota_algoritmos_y_resolucion_de_pro,"apeb1_nota_humanismo,_universidad_y_cultu",apeb1_nota_fundamentos_matematicos,apeb2_nota_computacion_y_sociedad,apeb2_nota_algoritmos_y_resolucion_de_pro,cluster,Componente_1,Componente_2
2,CONTINUO,CURSOS INSCRITOS,10,20,187.53,18,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.2,3.13,2.4,2.71,2.38,2.39,0.95,0.95,0.93,0.88,3.0,0.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.1,2.55,3.5,3.25,3.0,3.5,-1.0,-1.0,Regular,2.4288592249720486,1.676253621845636
2,CONTINUO,CURSOS CADUCADOS,100,0,0.0,19,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.53,2.04,2.3,2.56,1.75,2.25,0.55,0.9,0.8,0.83,1.0,0.59,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.43,2.35,3.13,3.5,3.4,3.5,-1.0,-1.0,Regular,2.5616554305012715,1.4815937698826616
1,NUEVO,CURSOS INSCRITOS,100,0,0.0,21,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.06,2.81,2.2,2.17,2.44,2.45,-1.0,0.95,0.67,0.25,0.5,0.26,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,2.75,3.25,3.5,3.5,3.5,-1.0,-1.0,Regular,2.686103427116268,1.1427229098773788
2,CONTINUO,CURSOS CADUCADOS,100,0,0.0,31,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.09,2.68,2.27,2.44,2.3,2.19,0.75,0.9,0.77,0.7,0.9,0.96,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.8,3.35,2.67,3.5,2.25,0.97,-1.0,-1.0,Regular,2.59064304847757,1.3749878127725708
1,NUEVO,CURSOS INSCRITOS,10,5,212.65,20,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.51,1.57,0.33,1.35,1.72,0.95,0.75,0.63,0.5,1.0,0.35,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.4,1.35,3.1,0.0,1.75,1.05,-1.0,-1.0,Regular,2.902169823079038,0.44919433340491527
1,CONTINUO,CURSOS CADUCADOS,70,0,0.0,21,HOMBRE,SI,80,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.65,2.6,2.23,1.85,2.41,1.95,0.9,0.85,0.67,0.65,0.9,0.46,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,1.28,1.47,3.4,2.5,1.31,-1.0,-1.0,Regular,2.6791135249158997,1.1872202218476675
1,NUEVO,CURSOS INSCRITOS,100,0,0.0,20,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.35,3.13,1.57,2.3,2.84,1.32,1.0,1.0,0.5,0.6,1.0,0.55,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,1.32,2.0,3.25,3.5,3.06,-1.0,-1.0,Regular,2.675595400673794,1.0716940958063335
1,NUEVO,CURSOS INSCRITOS,10,5,212.65,24,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.88,2.78,2.33,2.36,2.67,2.0,0.95,0.95,0.97,0.95,1.0,0.79,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.75,2.6,1.6,1.03,2.5,3.06,-1.0,-1.0,Regular,2.68062611561852,0.9377136191865546
3,CONTINUO,CURSOS INSCRITOS,100,20,32.76,20,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.48,3.44,2.75,3.07,2.0,1.55,1.0,0.95,2.83,2.7,1.25,0.62,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.43,3.35,3.0,0.72,-1.0,1.75,-1.0,-1.0,Regular,2.517848903874598,1.327327655310024
1,NUEVO,CURSOS INSCRITOS,100,0,0.0,19,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.78,2.86,2.3,2.38,2.26,2.5,0.5,0.9,0.47,0.58,0.9,0.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.9,1.28,1.8,3.5,2.5,3.5,-1.0,-1.0,Regular,2.701351471954958,0.9883859949263002
2,CONTINUO,CURSOS CADUCADOS,10,5,212.65,47,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.05,2.98,2.17,2.62,2.54,2.89,1.0,1.0,0.93,0.95,0.5,0.83,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.43,1.5,1.88,3.38,3.5,3.03,-1.0,-1.0,Regular,2.526612536014647,1.443601007168565
1,NUEVO,CURSOS INSCRITOS,0,5,236.27,24,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.03,2.88,1.97,2.33,2.38,1.89,-1.0,0.5,0.63,0.5,0.5,0.27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.45,-1.0,-1.0,Regular,2.999793405045457,0.23438812467996806
1,NUEVO,CURSOS INSCRITOS,0,5,238.17,25,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.01,3.13,3.1,2.48,3.03,2.2,1.0,0.95,0.97,0.95,1.0,0.81,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.7,1.5,1.98,3.5,2.5,3.15,-1.0,-1.0,Regular,2.6145166558026602,1.0790230972912842
1,NUEVO,CURSOS INSCRITOS,100,0,0.0,35,MUJER,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.35,0.7,0.33,0.36,0.2,0.04,0.2,0.35,0.33,0.2,0.3,0.26,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.28,0.02,2.38,2.23,1.43,-1.0,-1.0,Critico,3.073464028012495,0.05764630168436128
1,CONTINUO,CURSOS INSCRITOS,0,20,47.12,20,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,1.31,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.78,2.88,2.3,1.5,1.31,1.75,1.88,2.06,1.66,1.08,-1.0,1.25,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.5,1.5,-1.0,0.1,-1.0,-1.0,-1.0,-1.0,Regular,2.7182597024489654,0.5208839289813825
1,NUEVO,CURSOS INSCRITOS,0,30,220.72,19,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.26,2.55,2.23,2.21,2.43,2.29,0.9,0.95,0.9,1.0,1.0,0.65,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.1,1.5,1.8,2.5,3.25,0.0,-1.0,-1.0,Regular,2.7122974940703624,0.9054078077826071
1,NUEVO,CURSOS INSCRITOS,0,5,236.27,21,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.94,2.8,1.83,2.45,2.53,2.57,0.5,0.9,0.57,0.35,0.9,0.68,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.03,1.28,2.0,0.0,1.75,1.58,-1.0,-1.0,Regular,2.793139990763861,0.723465779894217
1,NUEVO,CURSOS INSCRITOS,10,30,161.92,26,MUJER,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.13,3.39,3.07,2.51,2.9,2.56,0.75,0.9,1.0,0.7,0.95,0.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.2,3.5,3.5,3.5,3.5,3.13,-1.0,-1.0,Regular,2.543540718049667,1.4130847317756423
1,NUEVO,CURSOS INSCRITOS,0,30,168.45,27,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.81,3.38,2.8,3.42,2.95,3.23,1.0,1.0,0.67,1.0,1.0,0.67,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,3.5,3.5,3.5,3.5,3.5,-1.0,-1.0,Regular,2.487802047020294,1.4589320007687998
2,CONTINUO,CURSOS CADUCADOS,0,30,220.72,27,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.11,2.69,2.43,2.17,3.25,2.74,1.0,1.0,1.0,1.0,0.95,0.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,2.95,3.5,0.0,3.25,2.96,-1.0,-1.0,Regular,2.527085504556121,1.5069573646749084
1,NUEVO,CURSOS INSCRITOS,10,30,198.65,22,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.85,1.0,0.83,2.28,2.54,1.76,-1.0,0.5,0.33,0.0,0.5,0.23,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.68,0.0,1.2,0.0,0.0,0.0,-1.0,-1.0,Critico,3.06790700683867,0.00753020373449088
1,NUEVO,CURSOS INSCRITOS,0,30,169.9,38,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.14,3.03,2.7,3.03,3.2,2.52,1.0,0.95,1.0,1.0,1.0,0.92,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,3.5,3.3,3.5,3.05,3.34,-1.0,-1.0,Regular,2.516623983352154,1.3279776594875559
1,NUEVO,CURSOS INSCRITOS,100,0,0.0,23,MUJER,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.11,2.75,1.47,1.86,1.93,1.89,0.4,0.35,0.27,0.7,1.0,0.67,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,Regular,3.004618275789187,0.28409477600284216
1,CONTINUO,CURSOS CADUCADOS,10,30,0.0,24,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.06,2.94,1.67,2.17,2.63,1.41,0.8,1.0,1.0,1.0,1.0,0.74,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.1,1.28,1.8,0.0,1.88,0.96,-1.0,-1.0,Regular,2.7258419584114897,0.9862836920812744
1,NUEVO,CURSOS INSCRITOS,0,30,222.62,24,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.29,3.19,2.7,3.06,3.25,2.36,0.5,0.5,0.67,0.0,1.0,0.78,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,3.43,2.95,3.5,0.94,2.83,-1.0,-1.0,Regular,2.642483954268385,1.1467968431993372
1,NUEVO,CURSOS INSCRITOS,10,30,198.65,22,MUJER,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.95,2.75,2.53,1.9,3.0,2.02,1.0,1.0,1.0,1.0,1.0,0.82,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.43,0.0,3.5,1.0,1.0,2.93,-1.0,-1.0,Regular,2.7072569244496676,0.9267020631388768
1,NUEVO,CURSOS INSCRITOS,30,30,85.08,38,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.35,2.65,1.73,1.68,1.78,1.39,0.9,0.85,0.67,0.43,0.55,0.47,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.2,3.5,2.0,3.5,3.0,2.62,-1.0,-1.0,Regular,2.75721493919695,0.8198763528174694
1,NUEVO,CURSOS INSCRITOS,10,30,187.53,33,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.59,2.45,2.3,2.26,1.98,1.76,0.3,0.55,0.2,0.68,0.4,0.38,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.15,3.5,1.4,1.5,3.25,1.59,-1.0,-1.0,Regular,2.841596444272315,0.6507078632562135
1,CONTINUO,CURSOS CADUCADOS,20,30,124.27,24,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.33,2.83,1.9,2.63,2.24,2.16,1.0,0.95,0.93,0.65,0.9,0.79,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,3.5,1.9,1.0,3.0,1.3,-1.0,-1.0,Regular,2.6339730727869415,1.25675837693464
1,NUEVO,CURSOS INSCRITOS,60,25,0.0,19,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.86,3.19,1.87,1.98,2.44,1.74,0.9,0.85,0.83,0.78,0.9,0.78,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.06,3.5,3.3,2.75,1.5,2.1,-1.0,-1.0,Regular,2.699616337002491,0.9667217223064853
1,CONTINUO,CURSOS CADUCADOS,100,25,0.0,22,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.79,3.03,1.93,2.5,2.56,2.03,1.0,0.95,1.0,0.95,1.0,0.82,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.8,3.5,3.35,1.0,3.5,1.4,-1.0,-1.0,Regular,2.5757519239556146,1.4241334358179387
1,NUEVO,CURSOS INSCRITOS,60,20,45.11,43,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,3.1,0.8,2.56,0.75,0.58,1.61,0.5,3.02,0.0,1.9,2.27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.25,3.5,0.6,1.0,2.6,2.8,-1.0,-1.0,Regular,2.6784798721908865,0.7411676397661895
1,NUEVO,CURSOS INSCRITOS,0,30,161.92,25,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.76,2.86,1.93,2.13,2.21,2.56,0.5,0.4,0.7,0.6,0.3,0.66,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,Critico,2.9752913101559773,0.09457208038265995
3,CONTINUO,CURSOS INSCRITOS,0,20,119.54,22,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.71,3.13,2.4,2.58,2.25,1.67,2.28,1.0,0.97,2.25,2.44,0.73,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.55,1.43,2.9,2.8,3.0,2.71,-1.0,-1.0,Regular,2.4536881116184444,1.514948335775602
1,NUEVO,CURSOS INSCRITOS,50,25,0.0,19,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.2,3.06,2.4,2.5,2.54,2.12,0.5,0.5,0.67,1.0,0.5,0.92,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.43,3.28,2.7,3.5,3.34,3.08,-1.0,-1.0,Regular,2.625199524896625,1.2088819469269307
1,NUEVO,CURSOS INSCRITOS,10,30,144.42,26,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.93,2.89,2.17,2.2,3.06,1.96,0.05,1.0,1.0,0.78,1.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.8,1.5,2.0,3.5,3.5,3.06,-1.0,-1.0,Regular,2.6591287434002377,1.05166110204768
1,CONTINUO,CURSOS CADUCADOS,10,30,189.24,27,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.7,2.59,1.77,2.38,3.13,1.81,1.0,0.95,1.0,0.95,0.95,0.85,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.5,3.41,3.5,3.38,3.4,3.27,-1.0,-1.0,Regular,2.514026829450215,1.5372113807651893
1,CONTINUO,CURSOS INSCRITOS,0,100,36.27,23,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.95,3.16,1.96,2.2,2.95,2.23,1.5,0.95,1.75,1.83,0.8,1.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3.5,1.28,0.92,3.5,1.56,-1.0,-1.0,Regular,2.5805790393675174,1.252997188000841
1,NUEVO,CURSOS INSCRITOS,0,30,160.48,33,HOMBRE,SI,34,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.51,2.64,1.9,2.06,2.31,2.81,0.95,1.0,1.0,0.85,0.95,0.66,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.4,3.5,2.3,3.5,1.65,1.72,-1.0,-1.0,Regular,2.6822992942927586,0.9314287587422427
1,NUEVO,CURSOS INSCRITOS,20,30,124.27,20,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.09,2.94,1.8,2.62,2.81,2.09,0.4,0.7,0.77,0.63,0.65,0.61,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.8,1.43,0.6,3.5,2.25,3.27,-1.0,-1.0,Regular,2.7304493653540463,0.9206667909629052
1,NUEVO,CURSOS INSCRITOS,10,30,189.24,26,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.18,3.2,2.93,2.69,2.75,2.5,0.85,0.95,1.0,0.98,1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.1,3.43,3.5,3.5,3.15,1.75,-1.0,-1.0,Regular,2.563808614267807,1.2549650424367855
1,CONTINUO,CURSOS INSCRITOS,10,100,48.97,20,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.08,2.96,2.05,2.31,2.35,1.87,1.31,0.4,1.58,1.58,1.5,1.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6,3.5,0.6,0.92,2.1,2.56,-1.0,-1.0,Regular,2.628601585371709,1.1676281680642262
1,NUEVO,CURSOS INSCRITOS,60,25,0.0,18,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.56,2.93,1.7,1.1,1.41,1.25,0.5,0.85,0.57,0.25,-1.0,0.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9,1.2,0.0,0.0,2.5,0.0,-1.0,-1.0,Regular,3.0338026683477173,0.2635456149924509
2,CONTINUO,CURSOS INSCRITOS,10,100,144.42,21,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.38,2.76,1.58,1.82,2.53,2.6,0.65,0.7,1.97,0.5,2.38,0.48,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.7,3.5,2.78,3.38,2.9,3.33,-1.0,-1.0,Regular,2.5134173157003405,1.546211428788946
2,CONTINUO,CURSOS CADUCADOS,0,100,54.41,20,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.5,2.83,1.87,2.31,2.53,2.26,1.0,0.75,0.87,0.6,1.0,0.57,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.05,3.5,3.1,3.5,1.06,3.5,-1.0,-1.0,Regular,2.6224851500889046,1.331666011435348
1,CONTINUO,CURSOS INSCRITOS,20,30,88.93,37,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.24,3.0,1.9,2.82,2.05,1.63,-1.0,0.5,0.33,0.5,0.45,0.27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.1,3.5,3.5,2.38,3.13,3.14,-1.0,-1.0,Regular,2.6742317935572264,1.2761988224580363
1,NUEVO,CURSOS INSCRITOS,20,30,91.92,31,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.91,3.13,2.1,1.99,2.87,1.4,-1.0,0.5,0.33,0.5,0.5,0.27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.75,3.5,3.5,3.0,2.88,3.28,-1.0,-1.0,Regular,2.7352877992882734,1.019139701042302
1,NUEVO,CURSOS INSCRITOS,0,30,159.03,24,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.93,2.33,1.83,2.15,2.81,2.51,0.2,0.85,0.87,0.25,0.75,0.31,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.5,1.5,0.0,2.5,2.0,0.0,-1.0,-1.0,Regular,2.864070377349401,0.5799629054398183
1,NUEVO,CURSOS INSCRITOS,10,30,0.0,22,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.46,2.9,2.37,2.31,2.1,2.28,0.4,0.35,0.9,0.53,0.95,0.38,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.2,3.5,2.0,3.38,0.9,3.5,-1.0,-1.0,Regular,2.719741492782563,0.946707805539055
